,name,review,index,Category
227,Infant Stim-mobile,"We found this at a garage sale and I read about it and it seemed really interesting so I bought it. This is for the first few months of a baby's life and should not move much, contrary to what the first poster said, because you want stimulation but you don't want to over-stimulate a baby. However, we did notice that sometiems our baby does like the mobile to move and it is summer here but the air conditioner blowing air around the room should be enough movement. When it's not moving, we can just put a small fan on its lowest setting about 6 feet from the crib and the small wiggling was enough movement to keep her stimulated but not so much movement that she can't keep track of the object (babies this young are not good at tracking so you don't want a lot of motion), but still we only do this once in a while, not at all times.One of the best things about this mobile is that our baby only wakes us up at night to feed. If she wakes herself up she will sit and stare at it for a long time and be happy since we have a small nightlight in the room. Any time we put her in the crib we can see her staring at the simple shapes. Shown in the picture on the product page is the detailed shapes, you flip the cardboard from the simple to the detailed shapes when they are about 2 months old, then remove this mobile for a more 'traditional' one with movement and objects the baby can grab at about 4 months. This is a somewhat delicate mobile since it uses air currents to move, so you need to keep it safe from a grabbing/eating baby.Also, one nice feature is that ours came with a travel pack, or at least that's how I'm using it. Besides the crib mount, there is an 8 inch circular plastic ring with fishing wire for hanging the mobile. You can hang it anywhere with a string, either taping string to the ceiling or tying it to any overhang. It also came with a cardboard carrying case thing which is very thin and easy to take with you on a trip.For those with a math/science background, it's really interesting to note that first side of the cards have objects with very low spatial frequency. The 'detailed' sides are actually the same patterns, but with a moderately higher spatial frequency. After 4 months, you use standard mobiles, which have very high spatial frequencies, as well as colors and things the baby can grab to improve hand-eye coordination. Basically, you start showing the child very low frequency objects that are easy to observe and track, then gradually move up until they can use the high frequency information.Now, I want to explain why I did not give this item 5 stars even though it's an amazing product. Before my baby was a month old, I noticed that she was already able to detect some colors and this stim-mobile is only black and white. This is from 1990, so I guess over the last 20 years they have refined the product so that the simple side has some red (first color a baby sees) and other simple colors, while the reverse side has more vivid colors, but uses the same idea of going from low spatial frequencies to higher spatial frequencies. I ordered the newest version but still kept this around for changing table and pack n play entertainment since she loves it. If I had not known about the improved version, I would have given it 5 stars, but there is something better available so I highly recommend getting the updated version for every newborn.",227,Activity_entertainment
228,Fisher Price - Baby Bowling,I'm really disappointed with this toy.  It never kept my daughter's attention.,228,Baby_toddler_toys
229,Fisher Price - Baby Bowling,"Cute toy, durable and is simple. Nothing sings, light up or dances...just what our kids truly need. Everything talks, spins, lights up....it is hard to find SIMPLE stimulation toys that kids have to manipulate themselves. This set challenges kids mentally as they try to figure out a. how to roll a ball b. how to aim the ball c. how to knock the pins down d. how to pick up the wobbly little guys. also you can tell your child 'aim for the red guy' or 'aim for the yellow guy'. great for teaching basic colors and counting too. don't forget you can always say WOW you knocked ONE over...and so forth. great all around and gets tossed around too so clearly after using for a month and being bashed on teh floor by little hands trying to figure out how to bounce the not bouncy ball (exploration) nothing has broken.",229,Baby_toddler_toys
230,Rattlesnake Squirt,"Not that==> I &lt;==would -- ever -- do it, or recommend it, but there is a gag called theRattlesnake Eggsprank.It is nothing more than a simple mechanism hidden in an envelope that says:""WARNING: RATTLESNAKE EGGS. KEEP AWAY FROM HEAT TO AVOID HATCHING!""I can just picture someone putting a few of these prank envelopes in the backseat of""somebody's"" car next to one of these snakes. The first slight bump -- while driving --will produce a r=a=t=t=l=i=n=g sound which should MORE than just shake someone upwhen they look behind them and noticethe SNAKE!What an excellent, cruel, gag. Not for your parents---or grand parents---for OBVIOUS reasons!",230,Baby_toddler_toys
231,Comfy Easy PC Play &amp; Learn Keyboard,"This product was very innovative when introduced in 1997-8.  It sold at FAO Schwarts for about $100 and we got it for our 18 month old daughter.  She used it until she was at least 3 (we then moved to Reader Rabbit).  The way it worked then -  you plugged the key board into the printer port and the sw was on two CDs. The keyboard did not require mouse skills, just visual selection of very large buttons.  Very interactive, very educational for the toddler/preschool set.  The developer was Israeli and they did not have good US distribution.  It now seems that they finally found someone to distribute it.",231,Baby_stationary
232,Comfy Easy PC Play &amp; Learn Keyboard,"I have to say, the first time we played with this I thought it was going to be a dud and I was thinking I would send it back.  It's very simple and not much interaction to it.  But it turns out my 2 year old daughter loves it.  She gets a kick out of it and it's all she needs in a toy.(This is the Comfy PC and not the Elmo toy.)",232,Baby_stationary
233,Comfy Easy PC Play &amp; Learn Keyboard,"My daughter loves this product! It covers her 2 favorite things the PC and the phone! Whenever I am on the computer she is always on my lap trying to push whatever keys she can, but with this I can put her in her highchair and put her in front of the PC and she will entertain herself for at least an hour!  She espicially loves the phone aspect on the side and what I love is there is no cord to worry about. I would definitely reccommend this to anyone with a toddler, I started using this with my daughter when she was 12 months old, she is now 15 months and loves it more now that she has gone up to another level!",233,Baby_stationary
234,The First Years Massaging Action Teether,"all three of my kids have had one of these teethers, and it's been the favorite for all of them. i buy one for any expectant friend or family member. in our experience, the batteries last about a year & 1/2.",234,Baby_Care
235,The First Years Massaging Action Teether,"I've tried this for almost 6 months at different points of our kid teething and she's just not that into this. It's really heavy for a baby. When I would hold the vibrating setting on my kid would watch for a bit and even try it but just seemed bored with it and would move on. The yellow part also attracts dust and fiber out of the air like a magnet. It is ALWAYS dirty. I'm not that particular when it comes to dirt and baby stuff but it grosses me out. It's also only wire clean, so it's a more high maintenance toy.",235,Baby_Care
236,The First Years Massaging Action Teether,"This teether is ridiculous. It's huge, it's hard to clamp down on, and my daughter had no idea what was going on when it started vibrating in her mouth.It's just too big, awkward, and hard to push down on. Not worth the money, in my opinion.",236,Baby_Care
